Date;Time;Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3
17/12/2006;21:39:00;3.120;0.390;241.070;13.000;0.000;1.000;18.000
17/12/2006;21:40:00;3.102;0.384;239.650;13.000;0.000;1.000;18.000
17/12/2006;21:41:00;3.098;0.384;239.570;13.000;0.000;2.000;17.000
17/12/2006;21:42:00;3.086;0.380;239.010;13.000;0.000;1.000;18.000
17/12/2006;21:43:00;3.080;0.380;238.830;13.000;0.000;1.000;17.000
17/12/2006;21:44:00;2.996;0.380;238.590;12.600;0.000;1.000;17.000
17/12/2006;21:45:00;2.914;0.288;238.270;12.200;0.000;1.000;18.000
17/12/2006;21:46:00;2.986;0.248;238.710;12.400;0.000;2.000;17.000
17/12/2006;21:47:00;2.840;0.190;238.660;11.800;0.000;1.000;18.000
17/12/2006;21:48:00;2.824;0.142;237.350;11.800;0.000;1.000;17.000
17/12/2006;21:49:00;2.970;0.144;238.170;12.400;0.000;1.000;17.000
17/12/2006;21:50:00;2.910;0.144;238.490;12.200;0.000;1.000;18.000
17/12/2006;21:51:00;2.754;0.152;239.170;11.400;0.000;1.000;17.000
17/12/2006;21:52:00;2.588;0.156;240.120;10.800;0.000;2.000;18.000
17/12/2006;21:53:00;2.624;0.172;239.320;11.000;0.000;1.000;17.000
17/12/2006;21:54:00;2.614;0.180;240.990;10.800;0.000;1.000;18.000
17/12/2006;21:55:00;2.618;0.182;241.310;10.800;0.000;1.000;18.000
17/12/2006;21:56:00;2.604;0.180;240.530;10.800;0.000;1.000;18.000
17/12/2006;21:57:00;2.596;0.178;239.990;10.800;0.000;1.000;17.000
17/12/2006;21:58:00;2.588;0.176;239.550;10.800;0.000;2.000;18.000
17/12/2006;21:59:00;2.694;0.286;239.680;11.200;0.000;1.000;17.000
17/12/2006;22:00:00;2.690;0.310;239.170;11.200;0.000;1.000;18.000
17/12/2006;22:01:00;2.682;0.304;238.350;11.200;0.000;1.000;17.000
17/12/2006;22:02:00;2.688;0.306;238.890;11.200;0.000;1.000;18.000
17/12/2006;22:03:00;2.688;0.310;239.280;11.200;0.000;1.000;17.000
17/12/2006;22:04:00;2.688;0.308;239.240;11.200;0.000;2.000;18.000
17/12/2006;22:05:00;2.694;0.308;239.190;11.200;0.000;1.000;17.000
17/12/2006;22:06:00;2.690;0.304;238.920;11.200;0.000;1.000;18.000
17/12/2006;22:07:00;2.688;0.306;238.910;11.200;0.000;1.000;17.000
17/12/2006;22:08:00;2.156;0.318;240.490;9.200;0.000;1.000;10.000
17/12/2006;22:09:00;1.650;0.322;240.800;7.000;0.000;1.000;0.000
17/12/2006;22:10:00;1.652;0.320;240.620;7.000;0.000;2.000;0.000
17/12/2006;22:11:00;1.646;0.322;241.020;7.000;0.000;1.000;0.000
17/12/2006;22:12:00;1.656;0.326;241.780;7.000;0.000;1.000;0.000
17/12/2006;22:13:00;1.648;0.324;241.320;7.000;0.000;1.000;0.000
17/12/2006;22:14:00;1.654;0.326;241.720;7.000;0.000;1.000;0.000
17/12/2006;22:15:00;1.632;0.314;239.400;7.000;0.000;1.000;0.000
17/12/2006;22:16:00;1.632;0.310;238.580;7.000;0.000;2.000;0.000
17/12/2006;22:17:00;1.676;0.336;239.180;7.200;0.000;1.000;0.000
17/12/2006;22:18:00;1.714;0.414;239.180;7.400;0.000;1.000;0.000
17/12/2006;22:19:00;1.720;0.418;239.700;7.400;0.000;1.000;0.000
17/12/2006;22:20:00;1.726;0.422;240.320;7.400;0.000;1.000;0.000
17/12/2006;22:21:00;1.722;0.408;240.420;7.400;0.000;1.000;0.000
17/12/2006;22:22:00;1.654;0.302;240.460;7.000;0.000;0.000;0.000
17/12/2006;22:23:00;1.662;0.306;241.600;7.000;0.000;0.000;0.000
17/12/2006;22:24:00;1.660;0.308;241.470;7.000;0.000;0.000;0.000
17/12/2006;22:25:00;1.660;0.308;241.650;7.000;0.000;0.000;0.000
17/12/2006;22:26:00;1.654;0.310;241.960;7.000;0.000;0.000;0.000
17/12/2006;22:27:00;1.652;0.308;241.700;7.000;0.000;0.000;0.000
17/12/2006;22:28:00;1.582;0.210;241.410;6.600;0.000;0.000;0.000
17/12/2006;22:29:00;1.582;0.202;241.310;6.600;0.000;0.000;0.000
17/12/2006;22:30:00;1.542;0.144;241.220;6.400;0.000;0.000;0.000
17/12/2006;22:31:00;1.678;0.062;240.080;7.000;0.000;0.000;0.000
17/12/2006;22:32:00;1.748;0.066;240.820;7.200;0.000;0.000;0.000
17/12/2006;22:33:00;1.752;0.066;240.960;7.200;0.000;0.000;0.000
17/12/2006;22:34:00;1.910;0.064;240.920;8.000;0.000;0.000;0.000
17/12/2006;22:35:00;2.136;0.062;241.290;8.800;0.000;0.000;0.000
17/12/2006;22:36:00;1.754;0.072;242.490;7.200;0.000;0.000;0.000
17/12/2006;22:37:00;0.862;0.076;243.620;3.600;0.000;0.000;0.000
17/12/2006;22:38:00;0.812;0.076;243.530;3.400;0.000;0.000;0.000
17/12/2006;22:39:00;0.808;0.080;244.130;3.400;0.000;0.000;0.000
17/12/2006;22:40:00;0.806;0.082;244.390;3.400;0.000;0.000;0.000
17/12/2006;22:41:00;0.812;0.082;244.260;3.400;0.000;0.000;0.000
17/12/2006;22:42:00;0.818;0.084;245.070;3.400;0.000;0.000;0.000
17/12/2006;22:43:00;0.820;0.086;245.960;3.400;0.000;0.000;0.000
17/12/2006;22:44:00;0.848;0.112;245.730;3.600;0.000;0.000;0.000
17/12/2006;22:45:00;0.914;0.222;245.230;3.800;0.000;0.000;0.000
17/12/2006;22:46:00;0.902;0.222;245.010;3.800;0.000;0.000;0.000
17/12/2006;22:47:00;0.902;0.222;244.980;3.800;0.000;0.000;0.000
17/12/2006;22:48:00;0.902;0.222;245.130;3.800;0.000;0.000;0.000
17/12/2006;22:49:00;0.902;0.218;244.470;3.800;0.000;0.000;0.000
17/12/2006;22:50:00;0.888;0.218;244.240;3.800;0.000;0.000;0.000
17/12/2006;22:51:00;0.892;0.220;244.700;3.800;0.000;0.000;0.000
17/12/2006;22:52:00;0.850;0.216;245.800;3.600;0.000;0.000;0.000
17/12/2006;22:53:00;0.796;0.206;245.520;3.400;0.000;0.000;0.000
17/12/2006;22:54:00;0.900;0.202;245.370;3.800;0.000;0.000;0.000
17/12/2006;22:55:00;0.912;0.204;245.760;3.800;0.000;0.000;0.000
17/12/2006;22:56:00;0.912;0.202;245.770;3.800;0.000;0.000;0.000
17/12/2006;22:57:00;0.914;0.206;246.160;3.800;0.000;0.000;0.000
17/12/2006;22:58:00;0.938;0.220;245.500;4.000;0.000;0.000;0.000
17/12/2006;22:59:00;0.952;0.318;245.390;4.000;0.000;0.000;0.000
17/12/2006;23:00:00;1.116;0.344;245.220;4.800;0.000;0.000;0.000
17/12/2006;23:01:00;0.864;0.308;245.400;3.800;0.000;0.000;0.000
17/12/2006;23:02:00;0.724;0.276;245.890;3.000;0.000;0.000;0.000
17/12/2006;23:03:00;0.602;0.276;245.370;2.600;0.000;0.000;0.000
17/12/2006;23:04:00;0.566;0.278;245.560;2.600;0.000;0.000;0.000
17/12/2006;23:05:00;0.566;0.280;245.820;2.600;0.000;0.000;0.000
17/12/2006;23:06:00;0.566;0.284;246.650;2.600;0.000;0.000;0.000
17/12/2006;23:07:00;0.564;0.278;245.900;2.400;0.000;0.000;0.000
17/12/2006;23:08:00;0.560;0.274;245.040;2.400;0.000;0.000;0.000
17/12/2006;23:09:00;0.500;0.184;245.690;2.200;0.000;0.000;0.000
17/12/2006;23:10:00;0.492;0.172;246.000;2.000;0.000;0.000;0.000
17/12/2006;23:11:00;0.496;0.176;247.080;2.000;0.000;0.000;0.000
17/12/2006;23:12:00;0.498;0.182;247.920;2.000;0.000;0.000;0.000
17/12/2006;23:13:00;0.416;0.052;248.330;1.600;0.000;0.000;0.000
17/12/2006;23:14:00;0.404;0.000;247.270;1.600;0.000;0.000;0.000
17/12/2006;23:15:00;0.404;0.000;247.090;1.600;0.000;0.000;0.000
17/12/2006;23:16:00;0.318;0.000;246.840;1.200;0.000;0.000;0.000
17/12/2006;23:17:00;0.292;0.000;246.270;1.200;0.000;0.000;0.000
17/12/2006;23:18:00;0.290;0.000;245.950;1.200;0.000;0.000;0.000
17/12/2006;23:19:00;0.288;0.000;244.990;1.200;0.000;0.000;0.000
17/12/2006;23:20:00;0.286;0.000;244.000;1.200;0.000;0.000;0.000
17/12/2006;23:21:00;0.288;0.000;245.050;1.200;0.000;0.000;0.000
17/12/2006;23:22:00;0.396;0.156;245.920;1.800;0.000;1.000;0.000
17/12/2006;23:23:00;0.382;0.154;245.240;1.600;0.000;1.000;0.000
17/12/2006;23:24:00;0.382;0.156;245.610;1.600;0.000;2.000;0.000
17/12/2006;23:25:00;0.380;0.156;245.640;1.600;0.000;1.000;0.000
17/12/2006;23:26:00;0.378;0.154;245.360;1.600;0.000;2.000;0.000
17/12/2006;23:27:00;0.444;0.228;244.700;2.000;0.000;1.000;0.000
17/12/2006;23:28:00;0.478;0.292;244.560;2.200;0.000;2.000;0.000
17/12/2006;23:29:00;0.472;0.290;244.280;2.200;0.000;1.000;0.000
17/12/2006;23:30:00;0.470;0.292;244.690;2.200;0.000;2.000;0.000
17/12/2006;23:31:00;0.470;0.294;245.050;2.200;0.000;1.000;0.000
17/12/2006;23:32:00;0.468;0.300;245.950;2.200;0.000;2.000;0.000
17/12/2006;23:33:00;0.464;0.296;245.510;2.200;0.000;1.000;0.000
17/12/2006;23:34:00;0.462;0.296;245.300;2.200;0.000;1.000;0.000
17/12/2006;23:35:00;0.396;0.270;245.550;2.000;0.000;1.000;0.000
17/12/2006;23:36:00;0.378;0.266;246.030;1.800;0.000;2.000;0.000
17/12/2006;23:37:00;0.378;0.266;245.940;1.800;0.000;1.000;0.000
17/12/2006;23:38:00;0.376;0.264;245.680;1.800;0.000;1.000;0.000
17/12/2006;23:39:00;0.374;0.264;245.500;1.800;0.000;2.000;0.000
17/12/2006;23:40:00;0.440;0.336;246.000;2.200;0.000;1.000;0.000
17/12/2006;23:41:00;0.452;0.380;246.590;2.400;0.000;1.000;0.000
17/12/2006;23:42:00;0.454;0.382;246.810;2.400;0.000;1.000;0.000
17/12/2006;23:43:00;0.454;0.386;247.590;2.400;0.000;1.000;0.000
17/12/2006;23:44:00;0.452;0.382;247.030;2.400;0.000;2.000;0.000
17/12/2006;23:45:00;0.450;0.382;246.960;2.400;0.000;1.000;0.000
17/12/2006;23:46:00;0.446;0.380;246.550;2.400;0.000;1.000;0.000
17/12/2006;23:47:00;0.444;0.380;246.620;2.400;0.000;1.000;0.000
17/12/2006;23:48:00;0.442;0.374;245.990;2.200;0.000;2.000;0.000
17/12/2006;23:49:00;0.440;0.372;245.490;2.200;0.000;1.000;0.000
17/12/2006;23:50:00;0.388;0.292;244.780;2.000;0.000;1.000;0.000
17/12/2006;23:51:00;0.366;0.260;244.860;1.800;0.000;1.000;0.000
17/12/2006;23:52:00;0.364;0.256;244.420;1.800;0.000;1.000;0.000
17/12/2006;23:53:00;0.366;0.258;244.800;1.800;0.000;1.000;0.000
17/12/2006;23:54:00;0.284;0.134;245.610;1.200;0.000;2.000;0.000
17/12/2006;23:55:00;0.276;0.122;245.630;1.200;0.000;1.000;0.000
17/12/2006;23:56:00;0.274;0.118;244.570;1.200;0.000;1.000;0.000
17/12/2006;23:57:00;0.274;0.116;244.190;1.200;0.000;1.000;0.000
17/12/2006;23:58:00;0.274;0.120;244.820;1.200;0.000;1.000;0.000
17/12/2006;23:59:00;0.276;0.120;244.890;1.200;0.000;1.000;0.000
18/12/2006;00:00:00;0.278;0.126;246.170;1.200;0.000;2.000;0.000
18/12/2006;00:01:00;0.238;0.056;246.400;1.000;0.000;0.000;0.000
18/12/2006;00:02:00;0.208;0.000;246.460;0.800;0.000;0.000;0.000
18/12/2006;00:03:00;0.206;0.000;245.940;0.800;0.000;0.000;0.000
18/12/2006;00:04:00;0.206;0.000;245.980;0.800;0.000;0.000;0.000
18/12/2006;00:05:00;0.206;0.000;245.560;0.800;0.000;0.000;0.000
18/12/2006;00:06:00;0.204;0.000;245.220;0.800;0.000;0.000;0.000
18/12/2006;00:07:00;0.204;0.000;244.140;0.800;0.000;0.000;0.000
18/12/2006;00:08:00;0.212;0.000;244.000;1.000;0.000;0.000;0.000
18/12/2006;00:09:00;0.316;0.134;244.620;1.400;0.000;0.000;0.000
18/12/2006;00:10:00;0.308;0.132;244.610;1.400;0.000;0.000;0.000
18/12/2006;00:11:00;0.306;0.134;244.970;1.400;0.000;0.000;0.000
18/12/2006;00:12:00;0.306;0.136;245.510;1.400;0.000;0.000;0.000
18/12/2006;00:13:00;0.306;0.140;246.370;1.400;0.000;0.000;0.000
18/12/2006;00:14:00;0.306;0.140;246.420;1.400;0.000;0.000;0.000
18/12/2006;00:15:00;0.302;0.140;246.110;1.400;0.000;0.000;0.000
18/12/2006;00:16:00;0.302;0.140;246.320;1.400;0.000;0.000;0.000
18/12/2006;00:17:00;0.300;0.136;245.610;1.400;0.000;0.000;0.000
18/12/2006;00:18:00;0.300;0.138;245.860;1.400;0.000;0.000;0.000
18/12/2006;00:19:00;0.302;0.142;246.730;1.400;0.000;0.000;0.000
18/12/2006;00:20:00;0.300;0.136;245.530;1.400;0.000;0.000;0.000
18/12/2006;00:21:00;0.316;0.138;244.920;1.600;0.000;0.000;0.000
18/12/2006;00:22:00;0.376;0.240;244.780;1.800;0.000;0.000;0.000
18/12/2006;00:23:00;0.374;0.238;244.490;1.800;0.000;0.000;0.000
18/12/2006;00:24:00;0.372;0.236;244.020;1.800;0.000;0.000;0.000
18/12/2006;00:25:00;0.372;0.236;243.920;1.800;0.000;0.000;0.000
18/12/2006;00:26:00;0.372;0.236;244.040;1.800;0.000;0.000;0.000
18/12/2006;00:27:00;0.368;0.234;243.560;1.800;0.000;0.000;0.000
18/12/2006;00:28:00;0.368;0.234;243.870;1.800;0.000;0.000;0.000
18/12/2006;00:29:00;0.366;0.234;243.730;1.800;0.000;0.000;0.000
18/12/2006;00:30:00;0.366;0.234;243.600;1.800;0.000;0.000;0.000
18/12/2006;00:31:00;0.342;0.200;243.190;1.600;0.000;0.000;0.000
18/12/2006;00:32:00;0.294;0.132;244.160;1.200;0.000;0.000;0.000
18/12/2006;00:33:00;0.230;0.000;244.140;1.000;0.000;0.000;0.000
18/12/2006;00:34:00;0.202;0.000;243.240;0.800;0.000;0.000;0.000
18/12/2006;00:35:00;0.202;0.000;243.470;0.800;0.000;0.000;0.000
18/12/2006;00:36:00;0.202;0.000;243.710;0.800;0.000;0.000;0.000
18/12/2006;00:37:00;0.204;0.000;244.170;0.800;0.000;0.000;0.000
18/12/2006;00:38:00;0.204;0.000;244.460;0.800;0.000;0.000;0.000
18/12/2006;00:39:00;0.204;0.000;244.920;0.800;0.000;0.000;0.000
18/12/2006;00:40:00;0.206;0.000;245.310;0.800;0.000;0.000;0.000
18/12/2006;00:41:00;0.204;0.000;244.020;0.800;0.000;0.000;0.000
18/12/2006;00:42:00;0.204;0.000;243.880;0.800;0.000;0.000;0.000
18/12/2006;00:43:00;0.202;0.000;243.940;0.800;0.000;0.000;0.000
18/12/2006;00:44:00;0.202;0.000;243.780;0.800;0.000;0.000;0.000
18/12/2006;00:45:00;0.202;0.000;243.790;0.800;0.000;0.000;0.000
18/12/2006;00:46:00;0.202;0.000;243.150;0.800;0.000;0.000;0.000
18/12/2006;00:47:00;0.202;0.000;243.790;0.800;0.000;0.000;0.000
18/12/2006;00:48:00;0.300;0.100;244.150;1.400;0.000;0.000;0.000
18/12/2006;00:49:00;0.310;0.134;245.120;1.400;0.000;0.000;0.000
18/12/2006;00:50:00;0.308;0.134;245.270;1.400;0.000;0.000;0.000
18/12/2006;00:51:00;0.306;0.136;245.610;1.400;0.000;0.000;0.000
18/12/2006;00:52:00;0.304;0.132;244.630;1.400;0.000;0.000;0.000
18/12/2006;00:53:00;0.300;0.130;244.200;1.400;0.000;0.000;0.000
18/12/2006;00:54:00;0.300;0.128;243.980;1.400;0.000;0.000;0.000
18/12/2006;00:55:00;0.296;0.122;242.810;1.200;0.000;0.000;0.000
18/12/2006;00:56:00;0.296;0.124;242.920;1.200;0.000;0.000;0.000
18/12/2006;00:57:00;0.296;0.126;243.360;1.200;0.000;0.000;0.000
18/12/2006;00:58:00;0.296;0.126;243.640;1.200;0.000;0.000;0.000
18/12/2006;00:59:00;0.296;0.130;244.180;1.200;0.000;0.000;0.000
18/12/2006;01:00:00;0.296;0.130;244.050;1.200;0.000;0.000;0.000
18/12/2006;01:01:00;0.298;0.132;244.430;1.200;0.000;0.000;0.000
18/12/2006;01:02:00;0.298;0.132;244.500;1.200;0.000;0.000;0.000
18/12/2006;01:03:00;0.324;0.146;243.950;1.600;0.000;0.000;0.000
18/12/2006;01:04:00;0.372;0.234;243.720;1.800;0.000;0.000;0.000
18/12/2006;01:05:00;0.372;0.234;243.740;1.800;0.000;0.000;0.000
18/12/2006;01:06:00;0.372;0.232;243.460;1.800;0.000;0.000;0.000
18/12/2006;01:07:00;0.368;0.226;242.390;1.800;0.000;0.000;0.000
18/12/2006;01:08:00;0.368;0.226;242.170;1.800;0.000;0.000;0.000
18/12/2006;01:09:00;0.368;0.230;242.920;1.800;0.000;0.000;0.000
18/12/2006;01:10:00;0.348;0.202;243.360;1.600;0.000;0.000;0.000
18/12/2006;01:11:00;0.276;0.096;243.610;1.200;0.000;0.000;0.000
18/12/2006;01:12:00;0.274;0.096;243.190;1.200;0.000;0.000;0.000
18/12/2006;01:13:00;0.226;0.000;242.830;1.000;0.000;0.000;0.000
18/12/2006;01:14:00;0.292;0.094;243.060;1.400;0.000;0.000;0.000
18/12/2006;01:15:00;0.292;0.112;242.820;1.200;0.000;2.000;0.000
18/12/2006;01:16:00;0.292;0.112;242.980;1.200;0.000;1.000;0.000
18/12/2006;01:17:00;0.294;0.116;243.980;1.200;0.000;2.000;0.000
18/12/2006;01:18:00;0.292;0.116;243.650;1.200;0.000;1.000;0.000
18/12/2006;01:19:00;0.290;0.114;243.230;1.200;0.000;2.000;0.000
18/12/2006;01:20:00;0.290;0.114;243.400;1.200;0.000;1.000;0.000
18/12/2006;01:21:00;0.288;0.114;243.100;1.200;0.000;2.000;0.000
18/12/2006;01:22:00;0.286;0.112;242.850;1.200;0.000;1.000;0.000
18/12/2006;01:23:00;0.286;0.114;243.320;1.200;0.000;2.000;0.000
18/12/2006;01:24:00;0.284;0.112;243.110;1.200;0.000;1.000;0.000
18/12/2006;01:25:00;0.282;0.110;242.320;1.200;0.000;1.000;0.000
18/12/2006;01:26:00;0.398;0.246;242.310;2.000;0.000;2.000;0.000
18/12/2006;01:27:00;0.382;0.244;241.970;1.800;0.000;1.000;0.000
18/12/2006;01:28:00;0.380;0.246;242.510;1.800;0.000;1.000;0.000
18/12/2006;01:29:00;0.376;0.246;242.400;1.800;0.000;1.000;0.000
18/12/2006;01:30:00;0.374;0.246;242.290;1.800;0.000;2.000;0.000
18/12/2006;01:31:00;0.372;0.246;242.210;1.800;0.000;1.000;0.000
18/12/2006;01:32:00;0.372;0.250;242.900;1.800;0.000;1.000;0.000
18/12/2006;01:33:00;0.370;0.250;242.870;1.800;0.000;1.000;0.000
18/12/2006;01:34:00;0.370;0.252;243.570;1.800;0.000;2.000;0.000
18/12/2006;01:35:00;0.370;0.256;244.260;1.800;0.000;1.000;0.000
18/12/2006;01:36:00;0.370;0.258;244.380;1.800;0.000;1.000;0.000
18/12/2006;01:37:00;0.370;0.256;244.000;1.800;0.000;1.000;0.000
18/12/2006;01:38:00;0.368;0.256;244.240;1.800;0.000;1.000;0.000
18/12/2006;01:39:00;0.368;0.256;244.120;1.800;0.000;2.000;0.000
18/12/2006;01:40:00;0.368;0.254;244.020;1.800;0.000;1.000;0.000
18/12/2006;01:41:00;0.328;0.184;244.450;1.600;0.000;0.000;0.000
18/12/2006;01:42:00;0.298;0.134;244.820;1.400;0.000;0.000;0.000
18/12/2006;01:43:00;0.296;0.132;244.340;1.200;0.000;0.000;0.000
18/12/2006;01:44:00;0.296;0.130;243.950;1.200;0.000;0.000;0.000
18/12/2006;01:45:00;0.294;0.124;242.930;1.200;0.000;0.000;0.000
18/12/2006;01:46:00;0.374;0.210;242.440;1.800;0.000;0.000;0.000
18/12/2006;01:47:00;0.280;0.094;242.840;1.200;0.000;0.000;0.000
18/12/2006;01:48:00;0.280;0.096;243.360;1.200;0.000;0.000;0.000
18/12/2006;01:49:00;0.282;0.098;244.190;1.200;0.000;0.000;0.000
18/12/2006;01:50:00;0.282;0.100;244.630;1.200;0.000;0.000;0.000
18/12/2006;01:51:00;0.280;0.100;244.850;1.200;0.000;0.000;0.000
18/12/2006;01:52:00;0.280;0.102;244.910;1.200;0.000;0.000;0.000
18/12/2006;01:53:00;0.276;0.096;243.600;1.200;0.000;0.000;0.000
18/12/2006;01:54:00;0.276;0.096;243.610;1.200;0.000;0.000;0.000
18/12/2006;01:55:00;0.218;0.000;244.180;1.000;0.000;0.000;0.000
18/12/2006;01:56:00;0.204;0.000;243.930;0.800;0.000;0.000;0.000
18/12/2006;01:57:00;0.204;0.000;244.550;0.800;0.000;0.000;0.000
18/12/2006;01:58:00;0.206;0.000;244.850;0.800;0.000;0.000;0.000
18/12/2006;01:59:00;0.208;0.000;244.540;0.800;0.000;0.000;0.000
18/12/2006;02:00:00;0.210;0.000;244.200;0.800;0.000;0.000;0.000
18/12/2006;02:01:00;0.210;0.000;245.210;0.800;0.000;0.000;0.000
18/12/2006;02:02:00;0.278;0.070;245.480;1.200;0.000;0.000;0.000
18/12/2006;02:03:00;0.314;0.132;244.470;1.400;0.000;0.000;0.000
18/12/2006;02:04:00;0.312;0.138;245.830;1.400;0.000;0.000;0.000
18/12/2006;02:05:00;0.312;0.142;246.780;1.400;0.000;0.000;0.000
18/12/2006;02:06:00;0.312;0.146;247.330;1.400;0.000;0.000;0.000
18/12/2006;02:07:00;0.312;0.150;247.970;1.400;0.000;0.000;0.000
18/12/2006;02:08:00;0.312;0.150;248.050;1.400;0.000;0.000;0.000
18/12/2006;02:09:00;0.310;0.150;248.080;1.400;0.000;0.000;0.000
18/12/2006;02:10:00;0.308;0.150;248.070;1.400;0.000;0.000;0.000
18/12/2006;02:11:00;0.304;0.142;246.450;1.400;0.000;0.000;0.000
18/12/2006;02:12:00;0.304;0.142;246.490;1.400;0.000;0.000;0.000
18/12/2006;02:13:00;0.304;0.144;246.880;1.400;0.000;0.000;0.000
18/12/2006;02:14:00;0.302;0.142;246.460;1.400;0.000;0.000;0.000
18/12/2006;02:15:00;0.302;0.144;246.800;1.400;0.000;0.000;0.000
18/12/2006;02:16:00;0.304;0.144;247.150;1.400;0.000;0.000;0.000
18/12/2006;02:17:00;0.304;0.146;247.510;1.400;0.000;0.000;0.000
18/12/2006;02:18:00;0.304;0.144;247.190;1.400;0.000;0.000;0.000
18/12/2006;02:19:00;0.304;0.146;247.180;1.400;0.000;0.000;0.000
18/12/2006;02:20:00;0.302;0.144;246.970;1.400;0.000;0.000;0.000
18/12/2006;02:21:00;0.302;0.140;246.310;1.400;0.000;0.000;0.000
18/12/2006;02:22:00;0.240;0.048;246.560;1.000;0.000;0.000;0.000
18/12/2006;02:23:00;0.210;0.000;246.980;0.800;0.000;0.000;0.000
18/12/2006;02:24:00;0.210;0.000;247.030;0.800;0.000;0.000;0.000
18/12/2006;02:25:00;0.210;0.000;247.480;0.800;0.000;0.000;0.000
18/12/2006;02:26:00;0.212;0.000;247.910;0.800;0.000;0.000;0.000
18/12/2006;02:27:00;0.212;0.000;247.900;0.800;0.000;0.000;0.000
18/12/2006;02:28:00;0.304;0.112;247.440;1.400;0.000;0.000;0.000
18/12/2006;02:29:00;0.286;0.110;246.950;1.200;0.000;0.000;0.000
18/12/2006;02:30:00;0.286;0.106;245.800;1.200;0.000;0.000;0.000
18/12/2006;02:31:00;0.284;0.102;245.240;1.200;0.000;0.000;0.000
18/12/2006;02:32:00;0.284;0.106;246.040;1.200;0.000;0.000;0.000
18/12/2006;02:33:00;0.282;0.104;245.520;1.200;0.000;0.000;0.000
18/12/2006;02:34:00;0.282;0.104;245.720;1.200;0.000;0.000;0.000
18/12/2006;02:35:00;0.280;0.106;246.030;1.200;0.000;0.000;0.000
18/12/2006;02:36:00;0.260;0.076;246.110;1.200;0.000;0.000;0.000
18/12/2006;02:37:00;0.208;0.000;245.720;0.800;0.000;0.000;0.000
18/12/2006;02:38:00;0.264;0.056;245.900;1.200;0.000;0.000;0.000
18/12/2006;02:39:00;0.318;0.140;246.580;1.400;0.000;0.000;0.000
18/12/2006;02:40:00;0.312;0.138;245.930;1.400;0.000;0.000;0.000
18/12/2006;02:41:00;0.310;0.138;246.030;1.400;0.000;0.000;0.000
18/12/2006;02:42:00;0.308;0.138;245.980;1.400;0.000;0.000;0.000
18/12/2006;02:43:00;0.308;0.142;246.780;1.400;0.000;0.000;0.000
18/12/2006;02:44:00;0.308;0.144;247.170;1.400;0.000;0.000;0.000
18/12/2006;02:45:00;0.308;0.146;247.520;1.400;0.000;0.000;0.000
18/12/2006;02:46:00;0.308;0.150;248.270;1.400;0.000;0.000;0.000
18/12/2006;02:47:00;0.308;0.148;247.910;1.400;0.000;0.000;0.000
18/12/2006;02:48:00;0.304;0.144;247.220;1.400;0.000;0.000;0.000
18/12/2006;02:49:00;0.306;0.146;247.540;1.400;0.000;0.000;0.000
18/12/2006;02:50:00;0.306;0.146;247.460;1.400;0.000;0.000;0.000
18/12/2006;02:51:00;0.304;0.148;247.610;1.400;0.000;0.000;0.000
18/12/2006;02:52:00;0.306;0.150;248.070;1.400;0.000;0.000;0.000
18/12/2006;02:53:00;0.306;0.150;248.310;1.400;0.000;0.000;0.000
18/12/2006;02:54:00;0.304;0.146;247.730;1.400;0.000;0.000;0.000
18/12/2006;02:55:00;0.304;0.148;247.810;1.400;0.000;0.000;0.000
18/12/2006;02:56:00;0.304;0.148;247.810;1.400;0.000;0.000;0.000
18/12/2006;02:57:00;0.272;0.098;247.950;1.200;0.000;0.000;0.000
18/12/2006;02:58:00;0.212;0.000;248.480;0.800;0.000;0.000;0.000
18/12/2006;02:59:00;0.212;0.000;248.110;0.800;0.000;0.000;0.000
18/12/2006;03:00:00;0.210;0.000;247.420;0.800;0.000;0.000;0.000
18/12/2006;03:01:00;0.208;0.000;246.170;0.800;0.000;0.000;0.000
18/12/2006;03:02:00;0.282;0.084;246.170;1.400;0.000;0.000;0.000
18/12/2006;03:03:00;0.296;0.124;245.830;1.200;0.000;2.000;0.000
18/12/2006;03:04:00;0.296;0.126;246.050;1.200;0.000;1.000;0.000
18/12/2006;03:05:00;0.296;0.124;245.590;1.200;0.000;2.000;0.000
18/12/2006;03:06:00;0.296;0.124;245.940;1.200;0.000;1.000;0.000
18/12/2006;03:07:00;0.296;0.126;246.210;1.200;0.000;2.000;0.000
18/12/2006;03:08:00;0.296;0.126;246.180;1.200;0.000;1.000;0.000
18/12/2006;03:09:00;0.296;0.126;246.230;1.200;0.000;1.000;0.000
18/12/2006;03:10:00;0.368;0.206;246.100;1.800;0.000;2.000;0.000
18/12/2006;03:11:00;0.366;0.228;245.070;1.800;0.000;1.000;0.000
18/12/2006;03:12:00;0.368;0.232;245.730;1.800;0.000;2.000;0.000
18/12/2006;03:13:00;0.368;0.234;246.310;1.800;0.000;1.000;0.000
18/12/2006;03:14:00;0.470;0.356;246.200;2.400;0.000;1.000;0.000
18/12/2006;03:15:00;0.470;0.376;246.110;2.400;0.000;2.000;0.000
18/12/2006;03:16:00;0.464;0.378;246.380;2.400;0.000;1.000;0.000
18/12/2006;03:17:00;0.458;0.370;245.380;2.400;0.000;1.000;0.000
